"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Indoor Battery","Absolute Pressure (hPa)","Indoor Feels Like (°C)","Indoor Dew Point (°C)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)"
2025-11-30T14:30:00+05:30,2025-11-30 14:30:00,28.2,29.1,18,6.1,7.2,20.1,197,0,0.7,0,0,788.4,1404.9,950.2,54,5,514.4,25.7,73,1,950.2,26.3,20.5,1,281,8.7
2025-11-30T14:25:00+05:30,2025-11-30 14:25:00,28,28.9,18.1,11.6,14.8,20.1,301,0,0.7,0,0,788.4,1404.9,950.3,55,4,511,25.7,70,1,950.3,26.2,19.8,1,218,9
2025-11-30T14:20:00+05:30,2025-11-30 14:20:00,28.4,29.6,18.8,8.7,11.1,20.1,218,0,0.7,0,0,788.4,1404.9,950.1,56,5,546.6,25.6,74,1,950.1,26.2,20.6,1,243,8.7
2025-11-30T14:15:00+05:30,2025-11-30 14:15:00,28.3,29.4,18.6,5.8,7.2,20.1,243,0,0.7,0,0,788.4,1404.9,950.3,56,5,568.3,25.6,74,1,950.3,26.2,20.6,1,243,6.1
2025-11-30T14:10:00+05:30,2025-11-30 14:10:00,28.3,29.5,18.9,9.3,13,20.1,266,0,0.7,0,0,788.4,1404.9,950.5,57,5,558.2,25.5,71,1,950.5,25.9,19.8,1,323,11.1
2025-11-30T14:05:00+05:30,2025-11-30 14:05:00,28.3,29.4,18.6,5,7.2,20.1,205,0,0.7,0,0,788.4,1404.9,950.4,56,5,582.6,25.4,73,1,950.4,25.9,20.2,1,331,10.8
2025-11-30T14:00:00+05:30,2025-11-30 14:00:00,27.6,28.6,18.3,10.8,13,20.1,295,0,0.7,0,0,788.4,1404.9,950.5,57,5,595.5,25.4,67,1,950.5,25.7,18.8,1,295,7.9
2025-11-30T13:55:00+05:30,2025-11-30 13:55:00,27.7,28.9,18.7,7.9,9.3,20.1,263,0,0.7,0,0,788.4,1404.9,950.6,58,6,617.7,25.4,71,1,950.6,25.8,19.7,1,280,7.9
2025-11-30T13:50:00+05:30,2025-11-30 13:50:00,27.8,28.6,17.9,6.1,7.2,20.1,296,0,0.7,0,0,788.4,1404.9,950.7,55,6,628.6,25.3,73,1,950.7,25.8,20.1,1,288,9
2025-11-30T13:45:00+05:30,2025-11-30 13:45:00,27.9,28.7,17.7,9,11.1,20.1,280,0,0.7,0,0,788.4,1404.9,950.7,54,6,634.5,25.4,71,1,950.7,25.8,19.7,1,288,9
2025-11-30T13:40:00+05:30,2025-11-30 13:40:00,28.3,29,17.5,8.2,11.1,20.1,203,0,0.7,0,0,788.4,1404.9,950.6,52,6,665.4,25.4,73,1,950.6,25.9,20.2,1,203,8.2
2025-11-30T13:35:00+05:30,2025-11-30 13:35:00,27.4,28.3,18.1,9,11.1,20.1,254,0,0.7,0,0,788.4,1404.9,950.9,57,6,663.7,25.4,74,1,950.9,25.9,20.4,1,307,7.6
2025-11-30T13:30:00+05:30,2025-11-30 13:30:00,28.6,29.5,18.1,7.6,11.1,20.1,307,0,0.7,0,0,788.4,1404.9,951,53,6,636.4,25.4,71,1,951,25.8,19.7,1,282,12.6
2025-11-30T13:26:00+05:30,2025-11-30 13:26:00,28.5,29.4,18,6.1,11.1,20.1,268,0,0.7,0,0,788.4,1404.9,950.9,53,6,634.2,25.4,75,1,950.9,25.9,20.6,1,282,12.6
2025-11-30T13:20:00+05:30,2025-11-30 13:20:00,29.1,30.2,18.5,12.6,14.8,20.1,282,0,0.7,0,0,788.4,1404.9,950.8,53,5,611.2,25.4,75,1,950.8,25.9,20.6,1,191,5.5
2025-11-30T13:15:00+05:30,2025-11-30 13:15:00,28.7,29.5,17.9,5.5,7.2,20.1,191,0,0.7,0,0,788.4,1404.9,950.9,52,5,566.9,25.3,76,1,950.9,25.8,20.7,1,191,5.5
2025-11-30T13:10:00+05:30,2025-11-30 13:10:00,27.9,28.6,17.4,3.2,3.5,20.1,211,0,0.7,0,0,788.4,1404.9,951.1,53,5,588.2,25.3,75,1,951.1,25.8,20.5,1,251,6.4
2025-11-30T13:05:00+05:30,2025-11-30 13:05:00,28.6,29.2,17.2,6.4,11.1,20.1,251,0,0.7,0,0,788.4,1404.9,951,50,5,593.5,25.3,75,1,951,25.8,20.5,1,200,1.8
2025-11-30T13:00:00+05:30,2025-11-30 13:00:00,28.7,29.3,17.3,1.4,1.8,20.1,200,0,0.7,0,0,788.4,1404.9,951.1,50,6,634.5,25.2,76,1,951.1,25.8,20.7,1,200,1.8
2025-11-30T12:55:00+05:30,2025-11-30 12:55:00,28.7,29.3,17.3,1.8,1.8,20.1,194,0,0.7,0,0,788.4,1404.9,951.1,50,6,637.6,25.2,76,1,951.1,25.8,20.7,1,226,4
2025-11-30T12:50:00+05:30,2025-11-30 12:50:00,29,29.7,17.5,4,9.3,20.1,226,0,0.7,0,0,788.4,1404.9,951.2,50,6,693.6,25.1,76,1,951.2,25.7,20.6,1,189,4
2025-11-30T12:45:00+05:30,2025-11-30 12:45:00,28.6,29,16.5,2.1,3.5,20.1,189,0,0.7,0,0,788.4,1404.9,951.4,48,6,704,25.1,76,1,951.4,25.7,20.6,1,225,8.7
2025-11-30T12:40:00+05:30,2025-11-30 12:40:00,28.1,28.6,16.7,8.7,9.3,20.1,225,0,0.7,0,0,788.4,1404.9,951.4,50,6,717.5,25,76,1,951.4,25.6,20.4,1,225,8.7
2025-11-30T12:35:00+05:30,2025-11-30 12:35:00,28.1,28.6,16.7,9.7,13,20.1,222,0,0.7,0,0,788.4,1404.9,951.5,50,6,711.4,25,76,1,951.5,25.6,20.4,1,321,5.8
2025-11-30T12:30:00+05:30,2025-11-30 12:30:00,28.4,29,17.3,5.8,7.2,20.1,321,0,0.7,0,0,788.4,1404.9,951.6,51,6,678,24.9,76,1,951.6,25.4,20.3,1,202,5
2025-11-30T12:25:00+05:30,2025-11-30 12:25:00,27.4,28,16.9,4,5.5,20.1,202,0,0.7,0,0,788.4,1404.9,951.8,53,6,653.6,24.8,76,1,951.8,25.3,20.3,1,202,4
2025-11-30T12:20:00+05:30,2025-11-30 12:20:00,27.4,27.9,16.6,5,5.5,20.1,258,0,0.7,0,0,788.4,1404.9,951.9,52,6,642.4,24.8,74,1,951.9,25.2,19.8,1,190,3.2
2025-11-30T12:15:00+05:30,2025-11-30 12:15:00,28.3,28.9,17.2,3.2,5.5,20.1,190,0,0.7,0,0,788.4,1404.9,951.9,51,6,675.4,24.8,75,1,951.9,25.3,20.1,1,222,5.5
2025-11-30T12:10:00+05:30,2025-11-30 12:10:00,27.9,28.6,17.4,5.5,5.5,20.1,222,0,0.7,0,0,788.4,1404.9,951.8,53,6,685,24.7,77,1,951.8,25.3,20.4,1,222,6.4
2025-11-30T12:05:00+05:30,2025-11-30 12:05:00,27.9,28.6,17.4,6.4,11.1,20.1,283,0,0.7,0,0,788.4,1404.9,951.8,53,6,688.4,24.7,76,1,951.8,25.2,20.2,1,297,14.3
2025-11-30T12:00:00+05:30,2025-11-30 12:00:00,27.6,28.3,17.2,14.3,18.3,20.1,297,0,0.7,0,0,788.4,1404.9,952.1,53,6,691.9,24.7,74,1,952.1,25.2,19.8,1,275,9.3
2025-11-30T11:55:00+05:30,2025-11-30 11:55:00,27.3,28,17.4,9.3,11.1,20.1,275,0,0.7,0,0,788.4,1404.9,952.5,55,6,635,24.6,78,1,952.5,25.2,20.5,1,275,9.3
2025-11-30T11:50:00+05:30,2025-11-30 11:50:00,27.3,28,17.4,9.3,11.1,20.1,275,0,0.7,0,0,788.4,1404.9,952.4,55,6,635,24.6,75,1,952.4,25.1,19.9,1,275,9.3
2025-11-30T11:45:00+05:30,2025-11-30 11:45:00,27,27.7,17.2,6.1,7.2,20.1,214,0,0.7,0,0,788.4,1404.9,952.3,55,6,634.5,24.5,77,1,952.3,25,20.2,1,283,11.1
2025-11-30T11:40:00+05:30,2025-11-30 11:40:00,26.8,27.6,17.3,11.1,14.8,20.1,283,0,0.7,0,0,788.4,1404.9,952.5,56,5,580.4,24.4,77,1,952.5,24.9,20.1,1,194,4.7
2025-11-30T11:35:00+05:30,2025-11-30 11:35:00,26.4,26.7,18,4.7,7.2,20.1,198,0,0.7,0,0,788.4,1404.9,952.6,60,5,589,24.4,77,1,952.6,24.9,20.1,1,198,4.7
2025-11-30T11:30:00+05:30,2025-11-30 11:30:00,26.4,26.7,18,4.7,7.2,20.1,198,0,0.7,0,0,788.4,1404.9,952.7,60,5,589,24.3,77,1,952.7,24.8,20,1,198,4.7
2025-11-30T11:25:00+05:30,2025-11-30 11:25:00,26.4,26.7,18,4.7,7.2,20.1,198,0,0.7,0,0,788.4,1404.9,952.8,60,5,589,24.3,74,1,952.8,24.7,19.3,1,198,9
2025-11-30T11:20:00+05:30,2025-11-30 11:20:00,26.4,26.7,18.5,13,14.8,20.1,336,0,0.7,0,0,788.4,1404.9,952.9,62,5,602.5,24.3,76,1,952.9,24.7,19.8,1,45,9
2025-11-30T11:15:00+05:30,2025-11-30 11:15:00,26.7,27.7,18,9,16.6,20.1,45,0,0.7,0,0,788.4,1404.9,952.9,59,6,649.9,24.3,78,1,952.9,24.8,20.2,1,262,13
2025-11-30T11:10:00+05:30,2025-11-30 11:10:00,26.7,27.9,19.1,13,14.8,20.1,262,0,0.7,0,0,788.4,1404.9,952.8,63,5,598.6,24.2,80,1,952.8,24.8,20.6,1,254,13
2025-11-30T11:05:00+05:30,2025-11-30 11:05:00,26.7,27.9,19.1,13,14.8,20.1,262,0,0.7,0,0,788.4,1404.9,953.2,63,5,598.6,24.2,78,1,953.2,24.7,20.1,1,254,3.5
2025-11-30T11:00:00+05:30,2025-11-30 11:00:00,26.1,26.4,18.8,3.5,3.5,20.1,254,0,0.7,0,0,788.4,1404.9,953.1,64,6,616,24.1,79,1,953.1,24.7,20.2,1,254,3.5
2025-11-30T10:55:00+05:30,2025-11-30 10:55:00,26.1,26.4,18.8,3.5,3.5,20.1,254,0,0.7,0,0,788.4,1404.9,953.1,64,6,616,24,79,1,953.1,24.5,20.1,1,297,13.7
2025-11-30T10:50:00+05:30,2025-11-30 10:50:00,26,26.4,18.9,13.7,16.6,20.1,297,0,0.7,0,0,788.4,1404.9,953.2,65,6,622.5,24,78,1,953.2,24.5,19.9,1,297,14.3
2025-11-30T10:45:00+05:30,2025-11-30 10:45:00,25.9,26.2,18.8,16.3,20.1,20.1,312,0,0.7,0,0,788.4,1404.9,953.3,65,6,632.5,23.9,75,1,953.3,24.3,19.2,1,320,15.4
2025-11-30T10:40:00+05:30,2025-11-30 10:40:00,25.9,26.3,19,14.3,18.3,20.1,324,0,0.7,0,0,788.4,1404.9,953.5,66,6,634.5,23.9,78,1,953.5,24.4,19.8,1,320,13
2025-11-30T10:35:00+05:30,2025-11-30 10:35:00,26,26.4,19.6,13,16.6,20.1,299,0,0.7,0,0,788.4,1404.9,953.3,68,6,632,23.9,77,1,953.3,24.3,19.6,1,224,8.7
2025-11-30T10:30:00+05:30,2025-11-30 10:30:00,26.3,26.7,19.7,8.7,11.1,20.1,311,0,0.7,0,0,788.4,1404.9,953.1,67,6,617.7,24,81,1,953.1,24.6,20.6,1,224,4.3
2025-11-30T10:25:00+05:30,2025-11-30 10:25:00,26.2,26.7,19.8,4.3,5.5,20.1,224,0,0.7,0,0,788.4,1404.9,953.6,68,6,620.7,23.9,82,1,953.6,24.5,20.6,1,224,4.3
2025-11-30T10:20:00+05:30,2025-11-30 10:20:00,26.3,26.8,20.1,4.3,5.5,20.1,214,0,0.7,0,0,788.4,1404.9,953.4,69,5,592.5,23.8,82,1,953.4,24.3,20.5,1,265,7.6
2025-11-30T10:15:00+05:30,2025-11-30 10:15:00,25.5,26,19.8,5,5.5,20.1,283,0,0.7,0,0,788.4,1404.9,953.3,71,6,652.4,23.7,81,1,953.3,24.3,20.3,1,266,14
2025-11-30T10:10:00+05:30,2025-11-30 10:10:00,25.3,25.7,19.4,14,16.6,20.1,266,0,0.7,0,0,788.4,1404.9,953.3,70,5,607.3,23.7,80,1,953.3,24.2,20.1,1,266,11.1
2025-11-30T10:05:00+05:30,2025-11-30 10:05:00,25.5,25.9,19.6,11.1,13,16.6,302,0,0.7,0,0,788.4,1404.9,953.5,70,6,659.4,23.7,82,1,953.5,24.3,20.4,1,141,10.1
2025-11-30T10:00:00+05:30,2025-11-30 10:00:00,25.6,26.1,19.7,10.1,11.1,16.6,141,0,0.7,0,0,788.4,1404.9,953.5,70,6,634.2,23.6,82,1,953.5,24.2,20.3,1,141,10.1
2025-11-30T09:55:00+05:30,2025-11-30 09:55:00,25.7,26.1,19.4,11.9,14.8,16.6,176,0,0.7,0,0,788.4,1404.9,953.5,68,6,631.6,23.6,83,1,953.5,24.2,20.6,1,211,7.9
2025-11-30T09:50:00+05:30,2025-11-30 09:50:00,25.4,25.8,19.5,5.5,9.3,16.6,224,0,0.7,0,0,788.4,1404.9,953.4,70,6,635,23.5,83,1,953.4,24.1,20.4,1,211,6.1
2025-11-30T09:45:00+05:30,2025-11-30 09:45:00,24.9,25.3,19.5,6.1,9.3,16.6,211,0,0.7,0,0,788.4,1404.9,953.3,72,5,613.8,23.4,83,1,953.3,23.9,20.3,1,277,6.1
2025-11-30T09:40:00+05:30,2025-11-30 09:40:00,24.7,25.2,19.5,10.1,13,16.6,277,0,0.7,0,0,788.4,1404.9,953.7,73,5,591.6,23.3,81,1,953.7,23.8,19.8,1,277,8.7
2025-11-30T09:35:00+05:30,2025-11-30 09:35:00,24.5,24.9,19.6,8.7,9.3,16.6,244,0,0.7,0,0,788.4,1404.9,953.5,74,5,576.9,23.3,82,1,953.5,23.8,20,1,304,8.7
2025-11-30T09:30:00+05:30,2025-11-30 09:30:00,24.4,24.8,19.2,9.7,13,16.6,281,0,0.7,0,0,788.4,1404.9,953.6,73,5,571.7,23.3,82,1,953.6,23.8,20,1,289,6.1
2025-11-30T09:25:00+05:30,2025-11-30 09:25:00,24.7,25.2,19.8,4.3,5.5,14.8,265,0,0.7,0,0,788.4,1404.9,953.5,74,5,562.6,23.3,84,1,953.5,23.8,20.4,1,210,4.3
2025-11-30T09:20:00+05:30,2025-11-30 09:20:00,24.9,25.3,19.7,5.5,5.5,14.8,250,0,0.7,0,0,788.4,1404.9,953.8,73,5,555.3,23.2,84,1,953.8,23.8,20.4,1,182,3.5
2025-11-30T09:15:00+05:30,2025-11-30 09:15:00,24.8,25.2,19.6,3.5,5.5,14.8,196,0,0.7,0,0,788.4,1404.9,953.5,73,5,520,23.2,83,1,953.5,23.8,20.2,1,196,3.5
2025-11-30T09:10:00+05:30,2025-11-30 09:10:00,24.4,24.8,19.2,2.1,3.5,14.8,191,0,0.7,0,0,788.4,1404.9,953.5,73,4,503.2,23.1,84,1,953.5,23.7,20.3,1,264,5
2025-11-30T09:05:00+05:30,2025-11-30 09:05:00,24.5,24.9,19.6,1.4,1.8,14.8,198,0,0.7,0,0,788.4,1404.9,953.7,74,4,482.4,23.1,84,1,953.7,23.7,20.3,1,201,4
2025-11-30T09:00:00+05:30,2025-11-30 09:00:00,24.1,24.6,19.6,4,5.5,14.8,236,0,0.7,0,0,788.4,1404.9,953.8,76,4,457.7,23,85,1,953.8,23.6,20.3,1,184,1.8
2025-11-30T08:55:00+05:30,2025-11-30 08:55:00,24,24.6,20.5,1.4,1.8,13,182,0,0.7,0,0,788.4,1404.9,953.9,81,4,438.1,22.9,84,1,953.9,23.4,20.1,1,176,3.2
2025-11-30T08:50:00+05:30,2025-11-30 08:50:00,22.9,23.4,19.6,4.7,5.5,13,11,0,0.7,0,0,788.4,1404.9,953.7,82,4,431.1,22.9,84,1,953.7,23.4,20.1,1,351,4.3
2025-11-30T08:45:00+05:30,2025-11-30 08:45:00,23.2,23.7,20,6.1,7.2,13,0,0,0.7,0,0,788.4,1404.9,953.8,82,3,406.4,22.9,84,1,953.8,23.4,20.1,1,180,1.4
2025-11-30T08:40:00+05:30,2025-11-30 08:40:00,23.3,23.8,20,1.8,1.8,13,138,0,0.7,0,0,788.4,1404.9,953.6,82,3,373.5,22.8,84,1,953.6,23.3,19.9,1,182,1.8
2025-11-30T08:35:00+05:30,2025-11-30 08:35:00,22.5,23,19.7,1.8,1.8,13,163,0,0.7,0,0,788.4,1404.9,953.7,84,3,351.4,22.7,84,1,953.7,23.2,19.9,1,196,1.8
2025-11-30T08:30:00+05:30,2025-11-30 08:30:00,22.4,22.9,19.9,1.8,1.8,13,170,0,0.7,0,0,788.4,1404.9,953.7,86,3,334.5,22.7,84,1,953.7,23.2,19.9,1,178,2.1
2025-11-30T08:25:00+05:30,2025-11-30 08:25:00,22,22.5,19.5,1.8,1.8,13,147,0,0.7,0,0,788.4,1404.9,953.7,86,3,311.8,22.7,84,1,953.7,23.2,19.9,1,139,4.7
2025-11-30T08:20:00+05:30,2025-11-30 08:20:00,21.9,22.4,19.2,5.8,7.2,13,200,0,0.7,0,0,788.4,1404.9,953.8,85,2,298.9,22.6,84,1,953.8,23.1,19.8,1,195,4.3
2025-11-30T08:15:00+05:30,2025-11-30 08:15:00,21.9,22.4,19.4,3.2,5.5,13,279,0,0.7,0,0,788.4,1404.9,953.5,86,2,278.4,22.6,84,1,953.5,23.1,19.8,1,181,4
2025-11-30T08:10:00+05:30,2025-11-30 08:10:00,21.6,22,19,4.7,5.5,13,290,0,0.7,0,0,788.4,1404.9,953.5,85,2,259.8,22.6,84,1,953.5,23.1,19.8,1,257,4
2025-11-30T08:05:00+05:30,2025-11-30 08:05:00,21.5,21.9,18.9,4.3,5.5,13,185,0,0.7,0,0,788.4,1404.9,953.3,85,2,240.8,22.5,84,1,953.3,23,19.7,1,319,4.3
2025-11-30T08:00:00+05:30,2025-11-30 08:00:00,21.4,21.8,18.9,5.5,5.5,13,331,0,0.7,0,0,788.4,1404.9,953.5,86,2,222,22.5,84,1,953.5,23,19.7,1,194,1.8
2025-11-30T07:55:00+05:30,2025-11-30 07:55:00,21.4,21.9,19.3,1.8,1.8,13,194,0,0.7,0,0,788.4,1404.9,953.4,88,2,203.8,22.5,85,1,953.4,23,19.8,1,194,2.9
2025-11-30T07:50:00+05:30,2025-11-30 07:50:00,21.1,21.5,18.9,2.6,3.5,13,155,0,0.7,0,0,788.4,1404.9,953.4,87,1,127.1,22.5,84,1,953.4,23,19.7,1,341,4.3
2025-11-30T07:45:00+05:30,2025-11-30 07:45:00,20.7,21.2,18.8,5,5.5,13,346,0,0.7,0,0,788.4,1404.9,953.2,89,1,104.1,22.5,85,1,953.2,23,19.8,1,185,2.6
2025-11-30T07:40:00+05:30,2025-11-30 07:40:00,20.6,21.1,19.3,2.6,3.5,13,226,0,0.7,0,0,788.4,1404.9,953.3,92,0,86.7,22.5,85,1,953.3,23,19.8,1,193,2.6
2025-11-30T07:35:00+05:30,2025-11-30 07:35:00,20.5,21,19.3,3.5,3.5,13,124,0,0.7,0,0,788.4,1404.9,953.1,93,0,75,22.5,85,1,953.1,23,19.8,1,183,3.5
2025-11-30T07:30:00+05:30,2025-11-30 07:30:00,20.3,20.8,18.9,4.3,7.2,13,104,0,0.7,0,0,788.4,1404.9,953,92,0,59,22.5,85,1,953,23,19.8,1,175,3.5
2025-11-30T07:25:00+05:30,2025-11-30 07:25:00,20.2,20.7,19.1,0.3,1.8,13,184,0,0.7,0,0,788.4,1404.9,953,93,0,60.7,22.5,85,1,953,23,19.8,1,185,2.6
2025-11-30T07:20:00+05:30,2025-11-30 07:20:00,20.6,21.1,19.3,2.6,3.5,13,128,0,0.7,0,0,788.4,1404.9,952.7,92,0,55,22.4,85,1,952.7,22.9,19.7,1,179,0.3
2025-11-30T07:15:00+05:30,2025-11-30 07:15:00,20.6,21.1,19.3,0,0,13,181,0,0.7,0,0,788.4,1404.9,952.8,92,0,54.2,22.4,85,1,952.8,22.9,19.7,1,181,0
2025-11-30T07:10:00+05:30,2025-11-30 07:10:00,20.2,20.8,19.6,0,0,13,183,0,0.7,0,0,788.4,1404.9,952.8,96,0,48.1,22.4,85,1,952.8,22.9,19.7,1,184,0
2025-11-30T07:05:00+05:30,2025-11-30 07:05:00,19.5,19.5,19,0,0,13,181,0,0.7,0,0,788.4,1404.9,952.6,97,0,44.6,22.3,85,1,952.6,22.8,19.6,1,181,1.1
2025-11-30T07:00:00+05:30,2025-11-30 07:00:00,19.4,19.4,18.9,1.8,1.8,13,151,0,0.7,0,0,788.4,1404.9,952.4,97,0,41.1,22.3,85,1,952.4,22.8,19.6,1,180,1.8
2025-11-30T06:55:00+05:30,2025-11-30 06:55:00,19.2,19.2,18.7,0.3,1.8,13,170,0,0.7,0,0,788.4,1404.9,952.4,97,0,37.7,22.3,85,1,952.4,22.8,19.6,1,181,2.6
2025-11-30T06:50:00+05:30,2025-11-30 06:50:00,19.1,19.1,18.6,2.1,3.5,13,135,0,0.7,0,0,788.4,1404.9,952.2,97,0,33.8,22.3,85,1,952.2,22.8,19.6,1,110,2.6
2025-11-30T06:45:00+05:30,2025-11-30 06:45:00,19.1,19.1,18.6,0.3,1.8,13,181,0,0.7,0,0,788.4,1404.9,952.5,97,0,29.5,22.3,85,1,952.5,22.8,19.6,1,158,1.8
2025-11-30T06:40:00+05:30,2025-11-30 06:40:00,19.1,19.1,18.6,3.2,5.5,13,57,0,0.7,0,0,788.4,1404.9,952.3,97,0,27.3,22.2,85,1,952.3,22.7,19.6,1,151,1.8
2025-11-30T06:35:00+05:30,2025-11-30 06:35:00,19,19,18.5,3.5,3.5,13,128,0,0.7,0,0,788.4,1404.9,952.3,97,0,24.2,22.2,85,1,952.3,22.7,19.6,1,186,2.1
2025-11-30T06:30:00+05:30,2025-11-30 06:30:00,19.1,19.1,18.6,2.1,3.5,13,169,0,0.7,0,0,788.4,1404.9,952,97,0,19.1,22.2,85,1,952,22.7,19.6,1,184,3.2
2025-11-30T06:25:00+05:30,2025-11-30 06:25:00,19.1,19.1,18.6,2.9,3.5,13,189,0,0.7,0,0,788.4,1404.9,952.1,97,0,16.4,22.2,85,1,952.1,22.7,19.6,1,212,4
2025-11-30T06:20:00+05:30,2025-11-30 06:20:00,19.1,19.1,18.8,2.1,3.5,13,91,0,0.7,0,0,788.4,1404.9,951.7,98,0,12.1,22.2,85,1,951.7,22.7,19.6,1,212,3.5
2025-11-30T06:15:00+05:30,2025-11-30 06:15:00,19.1,19.1,18.6,4.7,5.5,13,312,0,0.7,0,0,788.4,1404.9,951.8,97,0,8.6,22.1,85,1,951.8,22.6,19.4,1,249,4.7
2025-11-30T06:10:00+05:30,2025-11-30 06:10:00,19.1,19.1,18.8,3.5,3.5,13,295,0,0.7,0,0,788.4,1404.9,951.7,98,0,5.1,22.1,85,1,951.7,22.6,19.4,1,304,6.4
2025-11-30T06:05:00+05:30,2025-11-30 06:05:00,19.1,19.1,18.8,5,5.5,13,314,0,0.7,0,0,788.4,1404.9,951.5,98,0,1.7,22.2,84,1,951.5,22.7,19.4,1,240,5.8
2025-11-30T06:00:00+05:30,2025-11-30 06:00:00,19.1,19.1,18.8,5,7.2,13,176,0,0.7,0,0,788.4,1404.9,951.6,98,0,0.4,22.2,84,1,951.6,22.7,19.4,1,321,6.1
2025-11-30T05:55:00+05:30,2025-11-30 05:55:00,19,19,18.8,5,7.2,13,330,0,0.7,0,0,788.4,1404.9,951.5,99,0,0,22.2,84,1,951.5,22.7,19.4,1,330,6.9
2025-11-30T05:50:00+05:30,2025-11-30 05:50:00,19,19,18.8,4.7,5.5,13,265,0,0.7,0,0,788.4,1404.9,951.3,99,0,0,22.3,84,1,951.3,22.8,19.4,1,265,7.2
2025-11-30T05:45:00+05:30,2025-11-30 05:45:00,19,19,18.8,6.4,7.2,13,324,0,0.7,0,0,788.4,1404.9,951.2,99,0,0,22.4,84,1,951.2,22.9,19.6,1,324,7.6
2025-11-30T05:40:00+05:30,2025-11-30 05:40:00,19,19,18.8,8.7,9.3,13,28,0,0.7,0,0,788.4,1404.9,951.1,99,0,0,22.4,84,1,951.1,22.9,19.6,1,347,7.6
2025-11-30T05:35:00+05:30,2025-11-30 05:35:00,19,19,18.8,7.9,9.3,13,356,0,0.7,0,0,788.4,1404.9,951.1,99,0,0,22.5,84,1,951.1,23,19.7,1,327,6.4
2025-11-30T05:30:00+05:30,2025-11-30 05:30:00,19,19,18.8,5.5,5.5,13,306,0,0.7,0,0,788.4,1404.9,951.3,99,0,0,22.5,84,1,951.3,23,19.7,1,246,5.5
2025-11-30T05:25:00+05:30,2025-11-30 05:25:00,19,19,18.8,4.7,7.2,13,281,0,0.7,0,0,788.4,1404.9,951.1,99,0,0,22.6,85,1,951.1,23.2,19.9,1,208,4
