"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Indoor Battery","Absolute Pressure (hPa)","Indoor Feels Like (°C)","Indoor Dew Point (°C)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)"
2025-11-29T20:05:00+05:30,2025-11-29 20:05:00,20.4,21.1,20.2,4,5.5,16.6,203,1.2,0.2,35.9,632.9,787.9,1404.4,952.5,99,0,0,23.1,87,1,952.5,23.7,20.8,1,193,3.2
2025-11-29T20:00:00+05:30,2025-11-29 20:00:00,20.4,21.1,20.2,3.2,3.5,16.6,204,1.2,0.2,35.9,632.9,787.9,1404.4,952.7,99,0,0,23.1,87,1,952.7,23.7,20.8,1,204,4.3
2025-11-29T19:55:00+05:30,2025-11-29 19:55:00,20.4,21.1,20.2,2.1,3.5,16.6,212,0,0.8,35.7,632.7,787.7,1404.2,952.4,99,0,0,23,87,1,952.4,23.6,20.7,1,206,4.3
2025-11-29T19:50:00+05:30,2025-11-29 19:50:00,20.4,21.1,20.2,9.7,11.1,16.6,249,0,0.8,35.7,632.7,787.7,1404.2,952.4,99,0,0,23,87,1,952.4,23.6,20.7,1,209,6.1
2025-11-29T19:45:00+05:30,2025-11-29 19:45:00,20.4,21.1,20.2,6.4,9.3,16.6,244,0,0.8,35.7,632.7,787.7,1404.2,952.3,99,0,0,23,87,1,952.3,23.6,20.7,1,196,4
2025-11-29T19:40:00+05:30,2025-11-29 19:40:00,20.4,21.1,20.2,2.1,3.5,16.6,201,0,0.8,35.7,632.7,787.7,1404.2,952.1,99,0,0,23,87,1,952.1,23.6,20.7,1,201,2.9
2025-11-29T19:35:00+05:30,2025-11-29 19:35:00,20.4,21.1,20.2,8.7,11.1,16.6,237,0,0.8,35.7,632.7,787.7,1404.2,952.3,99,0,0,22.9,87,1,952.3,23.5,20.6,1,194,4.7
2025-11-29T19:30:00+05:30,2025-11-29 19:30:00,20.4,21.1,20.2,11.9,16.6,16.6,224,0,0.8,35.7,632.7,787.7,1404.2,952.1,99,0,0,22.9,87,1,952.1,23.5,20.6,1,196,4
2025-11-29T19:25:00+05:30,2025-11-29 19:25:00,20.4,21.1,20.2,2.1,3.5,14.8,211,0,0.8,35.7,632.7,787.7,1404.2,952.1,99,0,0,22.9,87,1,952.1,23.5,20.6,1,193,2.6
2025-11-29T19:20:00+05:30,2025-11-29 19:20:00,20.4,21.1,20.2,4.7,5.5,14.8,200,0,0.8,35.7,632.7,787.7,1404.2,952,99,0,0,22.8,87,1,952,23.4,20.5,1,189,3.5
2025-11-29T19:15:00+05:30,2025-11-29 19:15:00,20.4,21.1,20.2,3.5,3.5,14.8,184,0,0.8,35.7,632.7,787.7,1404.2,951.9,99,0,0,22.8,87,1,951.9,23.4,20.5,1,186,3.5
2025-11-29T19:10:00+05:30,2025-11-29 19:10:00,20.4,21.1,20.2,3.5,3.5,14.8,218,0,0.8,35.7,632.7,787.7,1404.2,952,99,0,0,22.8,88,1,952,23.4,20.7,1,215,4
2025-11-29T19:05:00+05:30,2025-11-29 19:05:00,20.4,21.1,20.2,9,11.1,14.8,275,0,0.8,35.7,632.7,787.7,1404.2,951.8,99,0,0,22.7,88,1,951.8,23.3,20.6,1,221,4.7
2025-11-29T19:00:00+05:30,2025-11-29 19:00:00,20.4,21.1,20.2,7.9,9.3,14.8,262,0,0.8,35.7,632.7,787.7,1404.2,952,99,0,0,22.6,88,1,952,23.2,20.5,1,262,6.1
2025-11-29T18:55:00+05:30,2025-11-29 18:55:00,20.4,21.1,20.2,2.9,3.5,14.8,212,0,0.8,35.7,632.7,787.7,1404.2,951.7,99,0,0,22.6,88,1,951.7,23.2,20.5,1,264,6.1
2025-11-29T18:50:00+05:30,2025-11-29 18:50:00,20.4,21.1,20.2,10.5,13,14.8,261,0,0.8,35.7,632.7,787.7,1404.2,951.7,99,0,0,22.5,88,1,951.7,23.1,20.4,1,195,5
2025-11-29T18:45:00+05:30,2025-11-29 18:45:00,20.5,21.2,20.3,4.7,7.2,13,217,0,0.8,35.7,632.7,787.7,1404.2,951.8,99,0,0,22.4,88,1,951.8,23,20.3,1,197,4.7
2025-11-29T18:41:00+05:30,2025-11-29 18:41:00,20.5,21.2,20.3,8.7,13,13,201,0,0.8,35.7,632.7,787.7,1404.2,951.7,99,0,0,22.4,88,1,951.7,23,20.3,1,201,4
2025-11-29T18:25:00+05:30,2025-11-29 18:25:00,20.5,21.2,20.3,2.1,3.5,13,195,1.8,0.8,35.7,632.7,787.7,1404.2,951.3,99,0,0,22,89,1,951.3,22.6,20.1,1,201,5
2025-11-29T18:20:00+05:30,2025-11-29 18:20:00,20.5,21.2,20.3,5.8,7.2,13,210,1.2,0.5,35.4,632.4,787.4,1403.9,951.6,99,0,0,21.8,89,1,951.6,22.3,19.9,1,193,4.3
2025-11-29T18:15:00+05:30,2025-11-29 18:15:00,20.5,21.2,20.3,3.5,5.5,13,189,0,0.3,35.2,632.2,787.2,1403.7,951.5,99,0,0,21.7,89,1,951.5,22.3,19.8,1,191,4.7
2025-11-29T18:10:00+05:30,2025-11-29 18:10:00,20.5,21.2,20.3,2.9,3.5,13,206,1.8,0.3,35.2,632.2,787.2,1403.7,951.5,99,0,0,21.5,89,1,951.5,22.1,19.6,1,260,5.5
2025-11-29T18:05:00+05:30,2025-11-29 18:05:00,20.5,21.2,20.3,3.5,5.5,13,218,1.8,0.3,35.2,632.2,787.2,1403.7,951.4,99,0,0,21.5,89,1,951.4,22.1,19.6,1,197,6.1
2025-11-29T18:00:00+05:30,2025-11-29 18:00:00,20.6,21.3,20.4,5.8,7.2,11.1,214,0,0,34.9,631.9,786.9,1403.4,951.4,99,0,0,21.4,89,1,951.4,21.9,19.5,1,209,6.1
2025-11-29T17:58:00+05:30,2025-11-29 17:58:00,20.6,21.3,20.4,4.7,5.5,7.2,197,0,0,34.9,631.9,786.9,1403.4,951.3,99,0,0,21.4,89,1,951.3,21.9,19.5,1,215,6.1
2025-11-16T07:50:00+05:30,2025-11-16 07:50:00,,,,,,,,0,0,0,0,37.7,654.2,955.6,,,,25.8,76,1,955.6,26.4,21.2,,,
2025-11-16T07:45:00+05:30,2025-11-16 07:45:00,,,,,,,,0,0,0,0,37.7,654.2,955.6,,,,25.8,76,1,955.6,26.4,21.2,,,
2025-11-16T07:40:00+05:30,2025-11-16 07:40:00,,,,,,,,0,0,0,0,37.7,654.2,955.4,,,,25.7,75,1,955.4,26.3,20.9,,,
2025-11-16T07:35:00+05:30,2025-11-16 07:35:00,,,,,,,,0,0,0,0,37.7,654.2,955.3,,,,25.7,75,1,955.3,26.3,20.9,,,
2025-11-16T07:30:00+05:30,2025-11-16 07:30:00,,,,,,,,0,0,0,0,37.7,654.2,955.3,,,,25.7,75,1,955.3,26.3,20.9,,,
2025-11-16T07:25:00+05:30,2025-11-16 07:25:00,,,,,,,,0,0,0,0,37.7,654.2,955.3,,,,25.7,75,1,955.3,26.3,20.9,,,
2025-11-16T07:20:00+05:30,2025-11-16 07:20:00,,,,,,,,0,0,0,0,37.7,654.2,955.4,,,,25.7,75,1,955.4,26.3,20.9,,,
2025-11-16T07:15:00+05:30,2025-11-16 07:15:00,,,,,,,,0,0,0,0,37.7,654.2,955.2,,,,25.7,75,1,955.2,26.3,20.9,,,
2025-11-16T07:10:00+05:30,2025-11-16 07:10:00,,,,,,,,0,0,0,0,37.7,654.2,955.3,,,,25.7,75,1,955.3,26.3,20.9,,,
2025-11-16T07:05:00+05:30,2025-11-16 07:05:00,,,,,,,,0,0,0,0,37.7,654.2,955.2,,,,25.7,75,1,955.2,26.3,20.9,,,
2025-11-16T07:00:00+05:30,2025-11-16 07:00:00,,,,,,,,0,0,0,0,37.7,654.2,955.1,,,,25.7,75,1,955.1,26.3,20.9,,,
2025-11-16T06:55:00+05:30,2025-11-16 06:55:00,,,,,,,,0,0,0,0,37.7,654.2,955,,,,25.6,75,1,955,26.2,20.8,,,
2025-11-16T06:50:00+05:30,2025-11-16 06:50:00,,,,,,,,0,0,0,0,37.7,654.2,955.1,,,,25.6,75,1,955.1,26.2,20.8,,,
2025-11-16T06:45:00+05:30,2025-11-16 06:45:00,,,,,,,,0,0,0,0,37.7,654.2,954.8,,,,25.6,75,1,954.8,26.2,20.8,,,
2025-11-16T06:40:00+05:30,2025-11-16 06:40:00,,,,,,,,0,0,0,0,37.7,654.2,954.6,,,,25.6,75,1,954.6,26.2,20.8,,,
2025-11-16T06:35:00+05:30,2025-11-16 06:35:00,,,,,,,,0,0,0,0,37.7,654.2,954.6,,,,25.6,75,1,954.6,26.2,20.8,,,
2025-11-16T06:30:00+05:30,2025-11-16 06:30:00,,,,,,,,0,0,0,0,37.7,654.2,954.3,,,,25.6,75,1,954.3,26.2,20.8,,,
2025-11-16T06:25:00+05:30,2025-11-16 06:25:00,,,,,,,,0,0,0,0,37.7,654.2,954.4,,,,25.6,75,1,954.4,26.2,20.8,,,
2025-11-16T06:20:00+05:30,2025-11-16 06:20:00,,,,,,,,0,0,0,0,37.7,654.2,954.6,,,,25.6,75,1,954.6,26.2,20.8,,,
2025-11-16T06:15:00+05:30,2025-11-16 06:15:00,,,,,,,,0,0,0,0,37.7,654.2,954.3,,,,25.5,75,1,954.3,26.1,20.7,,,
2025-11-16T06:10:00+05:30,2025-11-16 06:10:00,,,,,,,,0,0,0,0,37.7,654.2,954.4,,,,25.6,75,1,954.4,26.2,20.8,,,
2025-11-16T06:05:00+05:30,2025-11-16 06:05:00,,,,,,,,0,0,0,0,37.7,654.2,954.2,,,,25.6,75,1,954.2,26.2,20.8,,,
2025-11-16T06:00:00+05:30,2025-11-16 06:00:00,,,,,,,,0,0,0,0,37.7,654.2,954.4,,,,25.5,75,1,954.4,26.1,20.7,,,
2025-11-16T05:55:00+05:30,2025-11-16 05:55:00,,,,,,,,0,0,0,0,37.7,654.2,954.2,,,,25.5,75,1,954.2,26.1,20.7,,,
2025-11-16T05:50:00+05:30,2025-11-16 05:50:00,,,,,,,,0,0,0,0,37.7,654.2,954.1,,,,25.5,75,1,954.1,26.1,20.7,,,
2025-11-16T05:45:00+05:30,2025-11-16 05:45:00,,,,,,,,0,0,0,0,37.7,654.2,953.8,,,,25.5,75,1,953.8,26.1,20.7,,,
2025-11-16T05:40:00+05:30,2025-11-16 05:40:00,,,,,,,,0,0,0,0,37.7,654.2,953.9,,,,25.5,75,1,953.9,26.1,20.7,,,
2025-11-16T05:35:00+05:30,2025-11-16 05:35:00,,,,,,,,0,0,0,0,37.7,654.2,953.8,,,,25.5,75,1,953.8,26.1,20.7,,,
2025-11-16T05:30:00+05:30,2025-11-16 05:30:00,,,,,,,,0,0,0,0,37.7,654.2,953.7,,,,25.5,75,1,953.7,26.1,20.7,,,
2025-11-16T05:25:00+05:30,2025-11-16 05:25:00,,,,,,,,0,0,0,0,37.7,654.2,953.4,,,,25.5,75,1,953.4,26.1,20.7,,,
2025-11-16T05:20:00+05:30,2025-11-16 05:20:00,,,,,,,,0,0,0,0,37.7,654.2,953.4,,,,25.6,75,1,953.4,26.2,20.8,,,
2025-11-16T05:15:00+05:30,2025-11-16 05:15:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.5,75,1,953.2,26.1,20.7,,,
2025-11-16T05:10:00+05:30,2025-11-16 05:10:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.5,75,1,953.2,26.1,20.7,,,
2025-11-16T05:05:00+05:30,2025-11-16 05:05:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T05:00:00+05:30,2025-11-16 05:00:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T04:55:00+05:30,2025-11-16 04:55:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T04:50:00+05:30,2025-11-16 04:50:00,,,,,,,,0,0,0,0,37.7,654.2,953.1,,,,25.6,75,1,953.1,26.2,20.8,,,
2025-11-16T04:45:00+05:30,2025-11-16 04:45:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.5,75,1,953.2,26.1,20.7,,,
2025-11-16T04:40:00+05:30,2025-11-16 04:40:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T04:35:00+05:30,2025-11-16 04:35:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T04:30:00+05:30,2025-11-16 04:30:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T04:25:00+05:30,2025-11-16 04:25:00,,,,,,,,0,0,0,0,37.7,654.2,953.1,,,,25.6,75,1,953.1,26.2,20.8,,,
2025-11-16T04:20:00+05:30,2025-11-16 04:20:00,,,,,,,,0,0,0,0,37.7,654.2,952.8,,,,25.6,75,1,952.8,26.2,20.8,,,
2025-11-16T04:15:00+05:30,2025-11-16 04:15:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T04:10:00+05:30,2025-11-16 04:10:00,,,,,,,,0,0,0,0,37.7,654.2,952.8,,,,25.6,75,1,952.8,26.2,20.8,,,
2025-11-16T04:05:00+05:30,2025-11-16 04:05:00,,,,,,,,0,0,0,0,37.7,654.2,952.7,,,,25.6,75,1,952.7,26.2,20.8,,,
2025-11-16T04:00:00+05:30,2025-11-16 04:00:00,,,,,,,,0,0,0,0,37.7,654.2,952.9,,,,25.6,75,1,952.9,26.2,20.8,,,
2025-11-16T03:55:00+05:30,2025-11-16 03:55:00,,,,,,,,0,0,0,0,37.7,654.2,952.9,,,,25.6,75,1,952.9,26.2,20.8,,,
2025-11-16T03:50:00+05:30,2025-11-16 03:50:00,,,,,,,,0,0,0,0,37.7,654.2,952.8,,,,25.6,75,1,952.8,26.2,20.8,,,
2025-11-16T03:45:00+05:30,2025-11-16 03:45:00,,,,,,,,0,0,0,0,37.7,654.2,952.9,,,,25.6,75,1,952.9,26.2,20.8,,,
2025-11-16T03:40:00+05:30,2025-11-16 03:40:00,,,,,,,,0,0,0,0,37.7,654.2,952.7,,,,25.6,75,1,952.7,26.2,20.8,,,
2025-11-16T03:35:00+05:30,2025-11-16 03:35:00,,,,,,,,0,0,0,0,37.7,654.2,952.8,,,,25.6,75,1,952.8,26.2,20.8,,,
2025-11-16T03:30:00+05:30,2025-11-16 03:30:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.5,75,1,953,26.1,20.7,,,
2025-11-16T03:25:00+05:30,2025-11-16 03:25:00,,,,,,,,0,0,0,0,37.7,654.2,953.1,,,,25.6,75,1,953.1,26.2,20.8,,,
2025-11-16T03:20:00+05:30,2025-11-16 03:20:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T03:15:00+05:30,2025-11-16 03:15:00,,,,,,,,0,0,0,0,37.7,654.2,952.9,,,,25.6,75,1,952.9,26.2,20.8,,,
2025-11-16T03:10:00+05:30,2025-11-16 03:10:00,,,,,,,,0,0,0,0,37.7,654.2,952.9,,,,25.6,75,1,952.9,26.2,20.8,,,
2025-11-16T03:05:00+05:30,2025-11-16 03:05:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T03:00:00+05:30,2025-11-16 03:00:00,,,,,,,,0,0,0,0,37.7,654.2,952.8,,,,25.6,75,1,952.8,26.2,20.8,,,
2025-11-16T02:55:00+05:30,2025-11-16 02:55:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T02:50:00+05:30,2025-11-16 02:50:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T02:45:00+05:30,2025-11-16 02:45:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T02:40:00+05:30,2025-11-16 02:40:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T02:35:00+05:30,2025-11-16 02:35:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T02:30:00+05:30,2025-11-16 02:30:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T02:25:00+05:30,2025-11-16 02:25:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T02:20:00+05:30,2025-11-16 02:20:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T02:15:00+05:30,2025-11-16 02:15:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T02:10:00+05:30,2025-11-16 02:10:00,,,,,,,,0,0,0,0,37.7,654.2,953.4,,,,25.6,75,1,953.4,26.2,20.8,,,
2025-11-16T02:05:00+05:30,2025-11-16 02:05:00,,,,,,,,0,0,0,0,37.7,654.2,953,,,,25.6,75,1,953,26.2,20.8,,,
2025-11-16T02:00:00+05:30,2025-11-16 02:00:00,,,,,,,,0,0,0,0,37.7,654.2,953.1,,,,25.6,75,1,953.1,26.2,20.8,,,
2025-11-16T01:55:00+05:30,2025-11-16 01:55:00,,,,,,,,0,0,0,0,37.7,654.2,953.1,,,,25.6,75,1,953.1,26.2,20.8,,,
2025-11-16T01:50:00+05:30,2025-11-16 01:50:00,,,,,,,,0,0,0,0,37.7,654.2,953.2,,,,25.6,75,1,953.2,26.2,20.8,,,
2025-11-16T01:45:00+05:30,2025-11-16 01:45:00,,,,,,,,0,0,0,0,37.7,654.2,953.4,,,,25.6,75,1,953.4,26.2,20.8,,,
2025-11-16T01:40:00+05:30,2025-11-16 01:40:00,,,,,,,,0,0,0,0,37.7,654.2,953.5,,,,25.7,75,1,953.5,26.3,20.9,,,
2025-11-16T01:35:00+05:30,2025-11-16 01:35:00,,,,,,,,0,0,0,0,37.7,654.2,953.5,,,,25.6,75,1,953.5,26.2,20.8,,,
2025-11-16T01:30:00+05:30,2025-11-16 01:30:00,,,,,,,,0,0,0,0,37.7,654.2,953.5,,,,25.6,75,1,953.5,26.2,20.8,,,
2025-11-16T01:25:00+05:30,2025-11-16 01:25:00,,,,,,,,0,0,0,0,37.7,654.2,953.7,,,,25.6,75,1,953.7,26.2,20.8,,,
2025-11-16T01:20:00+05:30,2025-11-16 01:20:00,,,,,,,,0,0,0,0,37.7,654.2,953.8,,,,25.6,75,1,953.8,26.2,20.8,,,
2025-11-16T01:15:00+05:30,2025-11-16 01:15:00,,,,,,,,0,0,0,0,37.7,654.2,953.6,,,,25.6,75,1,953.6,26.2,20.8,,,
2025-11-16T01:10:00+05:30,2025-11-16 01:10:00,,,,,,,,0,0,0,0,37.7,654.2,953.6,,,,25.6,75,1,953.6,26.2,20.8,,,
2025-11-16T01:05:00+05:30,2025-11-16 01:05:00,,,,,,,,0,0,0,0,37.7,654.2,953.7,,,,25.6,75,1,953.7,26.2,20.8,,,
2025-11-16T01:00:00+05:30,2025-11-16 01:00:00,,,,,,,,0,0,0,0,37.7,654.2,953.6,,,,25.6,75,1,953.6,26.2,20.8,,,
2025-11-16T00:55:00+05:30,2025-11-16 00:55:00,,,,,,,,0,0,0,0,37.7,654.2,953.9,,,,25.6,75,1,953.9,26.2,20.8,,,
2025-11-16T00:50:00+05:30,2025-11-16 00:50:00,,,,,,,,0,0,0,0,37.7,654.2,953.7,,,,25.7,75,1,953.7,26.3,20.9,,,
2025-11-16T00:45:00+05:30,2025-11-16 00:45:00,,,,,,,,0,0,0,0,37.7,654.2,953.9,,,,25.7,75,1,953.9,26.3,20.9,,,
2025-11-16T00:40:00+05:30,2025-11-16 00:40:00,,,,,,,,0,0,0,0,37.7,654.2,953.7,,,,25.7,75,1,953.7,26.3,20.9,,,
2025-11-16T00:35:00+05:30,2025-11-16 00:35:00,,,,,,,,0,0,0,0,37.7,654.2,953.9,,,,25.7,76,1,953.9,26.3,21.2,,,
2025-11-16T00:30:00+05:30,2025-11-16 00:30:00,,,,,,,,0,0,0,0,37.7,654.2,954,,,,25.7,75,1,954,26.3,20.9,,,
2025-11-16T00:25:00+05:30,2025-11-16 00:25:00,,,,,,,,0,0,0,0,37.7,654.2,954.2,,,,25.7,76,1,954.2,26.3,21.2,,,
2025-11-16T00:20:00+05:30,2025-11-16 00:20:00,,,,,,,,0,0,0,0,37.7,654.2,954.1,,,,25.7,76,1,954.1,26.3,21.2,,,
2025-11-16T00:15:00+05:30,2025-11-16 00:15:00,,,,,,,,0,0,0,0,37.7,654.2,954,,,,25.7,75,1,954,26.3,20.9,,,
2025-11-16T00:10:00+05:30,2025-11-16 00:10:00,,,,,,,,0,0,0,0,37.7,654.2,954.1,,,,25.7,75,1,954.1,26.3,20.9,,,
2025-11-16T00:05:00+05:30,2025-11-16 00:05:00,,,,,,,,0,0,0,0,37.7,654.2,954.4,,,,25.7,75,1,954.4,26.3,20.9,,,
2025-11-16T00:00:00+05:30,2025-11-16 00:00:00,,,,,,,,0,0,0,11,37.7,654.2,954.2,,,,25.7,75,1,954.2,26.3,20.9,,,
2025-11-15T23:55:00+05:30,2025-11-15 23:55:00,,,,,,,,0,0,0,11,37.7,654.2,954.4,,,,25.7,75,1,954.4,26.3,20.9,,,
2025-11-15T23:50:00+05:30,2025-11-15 23:50:00,,,,,,,,0,0,0,11,37.7,654.2,954.5,,,,25.7,75,1,954.5,26.3,20.9,,,
2025-11-15T23:45:00+05:30,2025-11-15 23:45:00,,,,,,,,0,0,0,11,37.7,654.2,954.8,,,,25.8,75,1,954.8,26.4,21,,,
2025-11-15T23:40:00+05:30,2025-11-15 23:40:00,,,,,,,,0,0,0,11,37.7,654.2,954.7,,,,25.8,75,1,954.7,26.4,21,,,
2025-11-15T23:35:00+05:30,2025-11-15 23:35:00,,,,,,,,0,0,0,11,37.7,654.2,954.5,,,,25.8,75,1,954.5,26.4,21,,,
2025-11-15T23:30:00+05:30,2025-11-15 23:30:00,,,,,,,,0,0,0,11,37.7,654.2,954.6,,,,25.9,75,1,954.6,26.5,21.1,,,
2025-11-15T23:25:00+05:30,2025-11-15 23:25:00,,,,,,,,0,0,0,11,37.7,654.2,954.6,,,,25.9,75,1,954.6,26.5,21.1,,,
2025-11-15T23:20:00+05:30,2025-11-15 23:20:00,,,,,,,,0,0,0,11,37.7,654.2,954.8,,,,25.9,75,1,954.8,26.5,21.1,,,
2025-11-15T23:15:00+05:30,2025-11-15 23:15:00,,,,,,,,0,0,0,11,37.7,654.2,954.7,,,,25.9,75,1,954.7,26.5,21.1,,,
2025-11-15T23:10:00+05:30,2025-11-15 23:10:00,,,,,,,,0,0,0,11,37.7,654.2,954.5,,,,25.9,75,1,954.5,26.5,21.1,,,
2025-11-15T23:05:00+05:30,2025-11-15 23:05:00,,,,,,,,0,0,0,11,37.7,654.2,954.8,,,,25.9,75,1,954.8,26.5,21.1,,,
2025-11-15T23:00:00+05:30,2025-11-15 23:00:00,,,,,,,,0,0,0,11,37.7,654.2,955.1,,,,25.9,75,1,955.1,26.5,21.1,,,
2025-11-15T22:55:00+05:30,2025-11-15 22:55:00,,,,,,,,0,0,0,11,37.7,654.2,955,,,,26,75,1,955,26.6,21.2,,,
2025-11-15T22:50:00+05:30,2025-11-15 22:50:00,,,,,,,,0,0,0,11,37.7,654.2,955.1,,,,26,75,1,955.1,26.6,21.2,,,
2025-11-15T22:46:00+05:30,2025-11-15 22:46:00,,,,,,,,0,0,0,11,37.7,654.2,955.2,,,,26,75,1,955.2,26.6,21.2,,,
2025-11-15T22:40:00+05:30,2025-11-15 22:40:00,,,,,,,,0,0,0,11,37.7,654.2,955.3,,,,26,75,1,955.3,26.6,21.2,,,
2025-11-15T22:35:00+05:30,2025-11-15 22:35:00,,,,,,,,0,0,0,11,37.7,654.2,955.2,,,,26,75,1,955.2,26.6,21.2,,,
2025-11-15T22:30:00+05:30,2025-11-15 22:30:00,,,,,,,,0,0,0,11,37.7,654.2,955.3,,,,26.1,75,1,955.3,26.7,21.3,,,
2025-11-15T22:25:00+05:30,2025-11-15 22:25:00,,,,,,,,0,0,0,11,37.7,654.2,955.3,,,,26.1,75,1,955.3,26.7,21.3,,,
2025-11-15T22:20:00+05:30,2025-11-15 22:20:00,,,,,,,,0,0,0,11,37.7,654.2,955.3,,,,26.1,75,1,955.3,26.7,21.3,,,
2025-11-15T22:15:00+05:30,2025-11-15 22:15:00,,,,,,,,0,0,0,11,37.7,654.2,955.6,,,,26.1,75,1,955.6,26.7,21.3,,,
2025-11-15T22:11:00+05:30,2025-11-15 22:11:00,,,,,,,,0,0,0,11,37.7,654.2,955.6,,,,26.1,75,1,955.6,26.7,21.3,,,